time,azimuth
5,100
52,93
102,90
152,98
202,91
251,97
302,91
363,92
402,89
451,94
500,93
552,90
601,87
652,91
701,92
751,91
801,91
851,92
902,88
951,92
1001,88
1051,93
1101,94
1151,92
1201,87
1251,89
1303,91
1365,93
1402,92
1451,90
1502,93
1552,90
1603,91
1651,90
1701,91
1751,93
1801,88
1851,94
1901,92
1952,93
2001,94
2052,88
2103,91
2151,92
2202,95
2251,94
2301,91
2368,93
2402,89
2451,90
2501,86
2551,91
2601,90
2651,91
2701,89
2751,89
2801,90
2851,98
2902,89
2952,95
3003,94
3052,89
3102,92
3152,92
3202,89
3252,91
3301,91
3364,90
3403,91
3453,92
3502,91
3552,85
3602,92
3651,90
3701,92
3751,95
3802,90
3852,90
3902,92
3952,89
4001,84
4052,91
4102,92
4151,82
4202,84
4252,90
4301,88
4364,94
4404,92
4451,98
4501,113
4551,102
4601,111
4651,100
4701,133
4751,88
4801,58
4852,123
4902,111
4952,126
5003,94
5052,118
5102,105
5152,106
5202,112
5251,91
5302,106
5353,154
5416,84
5451,78
5502,86
5552,89
5601,90
5652,86
5701,87
5752,92
5805,85
5852,84
5902,83
5952,94
6002,90
6052,131
6102,93
6152,97
6202,104
6252,117
6302,103
6352,128
6417,98
6451,90
6501,109
6551,86
6601,101
6652,111
6704,146
6752,103
6802,87
6852,90
6902,91
6951,96
7002,94
7051,99
7103,91
7153,93
7202,90
7251,98
7303,107
7351,98
7412,87
7452,133
7502,124
7553,147
7601,115
7651,119
7702,110
7752,99
7801,102
7852,134
7901,127
7952,106
8001,119
8052,108
8102,102
8153,104
8202,95
8251,100
8301,100
8352,92
8445,88
8452,87
8501,73
8551,89
8602,90
8651,104
8701,103
8751,103
8803,113
8851,124
8901,118
8952,127
9002,109
9051,117
9102,109
9153,100
9202,115
9252,103
9303,99
9351,143
9415,106
9452,104
9502,90
9552,99
9601,99
9652,92
9701,94
9751,82
9802,83
9851,109
9902,89
9952,102
10002,98
10052,117
10102,115
10151,109
10203,109
10251,121
10302,115
10351,114
10415,115
10452,136
10501,140
10552,128
10601,103
10651,101
10701,95
10751,104
10801,92
10851,80
10901,89
10951,77
11001,111
11051,102
11103,131
11151,101
11201,138
11252,107
11301,111
11352,109
11415,133
11452,108
11502,121
11552,110
11602,105
11651,-150
11702,143
11751,89
11802,94
11851,87
11902,90
11952,74
12007,86
12052,92
12101,98
12152,119
12202,119
12251,119
12301,150
12351,133
12413,128
12455,134
12502,134
12551,115
12601,120
12651,121
12701,132
12751,151
12801,108
12851,77
12901,116
12952,98
13002,81
13052,96
13104,102
13152,106
13201,107
13252,114
13301,100
13351,-156
13403,128
13468,128
13501,154
13552,116
13602,116
13653,117
13701,157
13751,152
13802,136
13851,107
13902,98
13952,108
14002,100
14053,94
14101,90
14152,93
14202,103
14251,112
14303,115
14352,118
14402,132
14451,143
14514,151
14552,135
14601,134
14653,130
14703,124
14751,178
14802,-174
14852,110
14904,102
14953,91
15002,97
15052,92
15101,84
15151,88
15202,122
15252,149
15301,152
15353,149
15401,127
15452,-164
15513,115
15552,67
15605,58
15651,73
15701,91
15751,109
15801,132
15851,-173
15903,-152
15952,-147
16001,-151
16052,-144
16102,-138
16152,-142
16201,-128
16251,-128
16301,-130
16352,-126
16401,-130
16451,-127
16547,-150
16554,-138
16601,-108
16651,-142
16701,-112
16751,-117
16801,-138
16851,-126
16901,-126
16951,-118
17002,-134
17052,-136
17101,-166
17152,-153
17203,-157
17251,-161
17302,-165
17352,-127
17402,-121
17452,-94
17502,-115
17565,-104
17605,-99
17651,-99
17702,-107
17751,-108
17801,-104
17851,-143
17901,-92
17951,-111
18001,-109
18051,-112
18102,-113
18152,-112
18201,-128
18252,-126
18302,-138
18352,-129
18401,-141
18452,-109
18502,-132
18562,-115
18601,-110
18651,-115
18703,-114
18751,-111
18801,-109
18851,-111
18903,-112
18953,-103
19003,-112
19051,-106
19102,-109
19152,-112
19202,-158
19251,-134
19302,-112
19352,-122
19401,-125
19452,-123
19501,-126
19563,-125
19602,-104
19653,-120
19701,-120
19751,-121
19801,-117
19852,-107
19901,-108
19951,-102
20001,-111
20052,-99
20102,-105
20151,-111
20201,-101
20251,-153
20302,169
20352,-109
20402,-118
20452,-97
20501,-137
20601,-129
20644,-126
20655,-121
20701,-130
20751,-128
20801,-122
20852,-108
20901,-112
20951,-102
21002,-111
21052,-103
21101,-108
21152,-115
21204,-112
21251,-120
21301,-176
21352,-114
21401,-114
21452,-118
21502,-110
21565,-119
21601,-126
21652,-124
21702,-134
21754,-121
21802,-124
21852,-99
21902,-118
21951,-104
22002,-108
22052,-100
22102,-103
22151,-98
22202,-111
22252,-111
22303,-119
22352,-133
22402,-87
22452,-116
22501,-126
22575,-122
22604,-112
22651,-120
22701,-118
22752,-129
22801,-129
22851,-120
22902,-120
22952,-114
23001,-111
23054,-111
23101,-115
23152,-112
23202,-106
23252,-114
23302,-142
23352,-121
23401,-111
23451,-115
23502,-118
23567,-122
23602,-127
23652,-122
23701,-135
23752,-113
23801,-124
23852,-91
23901,-111
23951,-101
24001,-98
24051,-102
24101,-102
24152,-99
24202,-101
24253,-106
24301,-102
24352,-100
24401,-94
24452,-94
24501,156
24566,122
24605,-108
24651,-118
24702,-105
24752,-123
24801,-120
24851,-129
24901,-127
24951,-116
25001,-118
25051,-111
25101,-113
25152,-107
25201,-102
25252,-114
25301,-108
25352,-121
25401,-103
25452,-108
25501,122
25563,-101
25601,-112
25651,-106
25701,-102
25751,-141
25801,-118
25851,-122
25901,-133
25951,-115
26001,-119
26052,-106
26102,-109
26152,-110
26201,-90
26252,-105
26301,-112
26353,-121
26402,-91
26451,-126
26501,-106
26562,-146
26601,143
26651,-119
26702,-111
26750,-113
26801,-110
26852,-120
26901,-116
26952,-136
27002,-114
27051,-115
27102,-113
27151,-112
27201,-103
27251,-102
27301,-116
27352,-115
27401,-117
27451,-113
27502,-103
27564,-121
27601,-109
27651,-137
27702,-143
27752,-113
27803,-101
27852,-119
27902,-117
27952,-122
28001,-131
28052,-125
28102,-135
28152,-128
28203,-144
28251,-166
28305,128
28352,157
28403,142
28451,-128
28502,65
28551,41
28646,43
28653,45
28701,71
28752,64
28801,75
28852,61
28902,80
28953,72
29004,69
29053,70
29103,116
29152,100
29202,112
29252,108
29304,86
29352,87
29403,88
29452,98
29503,91
29551,-157
29614,85
29652,74
29701,67
29752,71
29801,78
29851,75
29902,75
29952,81
30001,80
30052,77
30103,85
30151,78
30204,69
30251,66
30302,58
30352,83
30402,95
30451,81
30501,103
30552,90
30614,98
30652,109
30703,66
30753,96
30801,90
30851,73
30901,73
30951,64
31001,74
31053,74
31104,79
31151,69
31201,71
31254,73
31302,77
31351,73
31402,82
31452,76
31501,80
31551,88
31612,86
31653,87
31702,104
31752,97
31802,-155
31851,75
31901,92
31952,77
32001,81
32052,67
32102,81
32152,76
32202,83
32252,70
32303,83
32352,74
32401,79
32454,76
32502,103
32551,86
32613,87
32654,94
32703,84
32751,102
32801,78
32851,151
32902,50
32951,83
33001,77
33051,75
33102,71
33151,74
33201,81
33251,77
33302,68
33352,85
33402,70
33452,74
33502,88
33552,69
33615,65
33654,76
33704,82
33755,77
33802,90
33852,78
33901,148
33952,153
34002,86
34052,70
34102,77
34152,82
34202,86
34252,67
34301,87
34351,95
34401,70
34452,78
34501,64
34552,77
34603,82
34663,90
34702,85
34752,85
34801,87
34852,94
34901,90
34952,93
35001,88
35052,90
35103,91
35153,107
35203,99
35252,106
35303,91
35351,65
35402,79
35452,76
35503,80
35552,75
35603,112
35666,91
35703,76
35751,61
35802,114
35854,101
35904,110
35951,88
36001,91
36052,97
36102,88
36151,98
36202,107
36251,123
36302,100
36354,54
36406,82
36451,70
36502,99
36551,74
36602,73
36678,88
36701,89
36752,114
36801,87
36851,105
36902,111
36951,102
37002,105
37051,110
37102,100
37151,101
37202,114
37250,-165
37301,122
37351,77
37401,79
37453,76
37502,92
37551,73
37602,93
37665,78
37701,93
37752,91
37802,114
37852,97
37902,107
37952,107
38003,116
38052,122
38101,111
38152,89
38202,107
38251,105
38302,-151
38352,106
38401,60
38452,73
38501,104
38553,79
38601,85
38664,84
38707,84
38752,67
38801,87
38852,83
38901,97
38951,100
39002,115
39052,105
39101,126
39151,105
39201,106
39254,119
39301,85
39352,141
39402,119
39451,111
39502,166
39551,167
39601,168
39664,158
39708,-171
39752,169
39804,163
39852,157
39901,175
39951,-147
40001,-155
40051,-177
40101,133
40152,167
40202,161
40252,149
40301,157
40353,139
40402,134
40451,132
40504,132
40552,113
40602,156
40652,148
40748,140
40761,173
40803,-156
40852,167
40901,165
40951,140
41001,153
41052,162
41101,174
41152,-148
41201,172
41252,153
41302,160
41351,139
41402,148
41455,147
41502,155
41551,151
41602,-171
41651,152
41714,147
41752,-172
41801,-150
41852,-165
41902,-169
41952,-142
42004,147
42052,-164
42105,160
42152,164
42201,174
42252,167
42301,178
42351,168
42401,164
42451,151
42504,163
42552,144
42601,132
42652,168
42713,-166
42753,176
42801,-148
42850,-165
42901,167
42951,-175
43001,170
43051,139
43101,142
43152,-144
43201,-177
43251,129
43301,167
43351,151
43401,166
43452,128
43502,135
43551,157
43601,158
43652,-157
43714,-153
43752,-156
43802,-156
43852,-149
43905,166
43952,-153
44001,-169
44051,156
44102,168
44151,159
44201,159
44251,156
44302,133
44351,142
44401,-170
44452,-149
44501,-111
44552,-153
44605,-82
44651,-83
44743,-100
44755,-100
44801,-113
44852,-54
44901,-96
44952,-106
45001,-113
45052,-120
45102,-100
45153,-124
45202,-124
45252,-147
45303,-102
45355,101
45402,5
45453,-89
45502,-81
45552,-95
45601,-66
45653,-64
45702,-86
45767,-94
45801,-175
45852,-95
45905,-100
45952,-86
46003,-85
46052,-93
46101,-94
46152,-111
46201,-99
46252,-92
46301,-79
46352,-88
46403,-75
46452,-85
46502,-91
46551,-92
46602,-76
46651,-77
46702,-76
46763,-138
46802,112
46852,-101
46901,-94
46952,-94
47003,-80
47053,-93
47103,-101
47153,-100
47201,-83
47250,-100
47300,-106
47351,-36
47401,-94
47451,-85
47501,-99
47551,-96
47601,-95
47651,-92
47702,25
47764,87
47802,-109
47851,-88
47901,-102
47951,-108
48001,-86
48051,-116
48101,-108
48153,-116
48201,-110
48252,-110
48301,-105
48351,-84
48404,-89
48451,-81
48503,-79
48551,-83
48602,-79
48651,-152
48701,-139
48767,-103
48804,-97
48851,-74
48901,24
48951,-56
49001,-121
49051,-116
49103,-70
49151,-102
49201,-82
49252,-101
49306,-92
49352,-91
49403,-92
49453,-75
49503,-79
49551,-80
49602,-69
49651,-81
49702,-78
49752,-74
49823,-79
49852,-73
49901,-68
49951,-58
50003,-46
50053,-116
50103,-87
50151,-64
50202,-57
50251,-33
50301,-29
50351,2
50401,-6
50451,10
50501,18
50553,32
50601,50
50652,38
50702,41
50753,21
50818,9
50854,-17
50901,1
50952,-28
51002,-28
51051,-41
51102,-54
51152,-51
51201,-52
51251,-19
51301,-3
51351,12
51401,8
51452,20
51502,21
51551,38
51602,21
51651,13
51702,1
51752,19
51813,-18
51851,-45
51903,17
51952,-8
52003,20
52051,94
52102,95
52151,-92
52202,-50
52252,18
52302,23
52351,12
52405,9
52451,5
52502,11
52552,14
52601,-18
52652,-51
52701,-28
52752,-30
52815,-29
52857,-10
52902,11
52951,60
53001,97
53052,-97
53102,-23
53151,4
53201,7
53251,9
53301,18
53351,22
53402,17
53451,12
53503,0
53552,-11
53601,-30
53652,-25
53702,-29
53752,-36
53815,18
53851,41
53902,42
53951,-41
54001,-50
54051,-13
54102,-12
54152,2
54201,-4
54252,-23
54304,-12
54352,-21
54401,-27
54451,-24
54503,-35
54551,-32
54601,-44
54651,-23
54702,-21
54751,-27
54814,-18
54853,-35
54902,-29
54952,-35
55001,-37
55052,-27
55102,-38
55153,-51
55203,-32
55251,-46
55301,-45
55351,-50
55401,-57
55451,-54
55502,-55
55552,-63
55602,-68
55651,-71
55704,-75
55752,-76
55813,-80
55852,-82
55901,-81
55952,-84
56001,-89
56052,-90
56101,-99
56152,-102
56201,-104
56251,-109
56303,-110
56352,-116
56401,-122
56451,-115
